,Red_his,Green_his,Blue_his
0,0.0,121.0,634.0
1,21.0,56.0,159.0
2,0.0,68.0,160.0
3,25.0,110.0,228.0
4,2.0,121.0,303.0
5,17.0,247.0,1212.0
6,28.0,665.0,1998.0
7,42.0,2062.0,5470.0
8,16.0,4081.0,6275.0
9,185.0,5232.0,6776.0
10,130.0,5179.0,11700.0
11,1093.0,7416.0,11412.0
12,461.0,6882.0,6972.0
13,2937.0,7602.0,6007.0
14,5480.0,6937.0,6428.0
15,5097.0,5262.0,5251.0
16,2550.0,5092.0,3570.0
17,8593.0,5971.0,3445.0
18,5004.0,4003.0,3070.0
19,8266.0,2916.0,2346.0
20,4732.0,3424.0,3047.0
21,6606.0,3282.0,2743.0
22,3308.0,2183.0,2864.0
23,4295.0,2117.0,2703.0
24,5489.0,2197.0,3526.0
25,3143.0,2104.0,2752.0
26,2519.0,1673.0,2742.0
27,2725.0,1517.0,2514.0
28,2168.0,1618.0,2721.0
29,2733.0,1524.0,2620.0
30,1669.0,1622.0,2875.0
31,2125.0,2078.0,2268.0
32,1280.0,1881.0,2451.0
33,2233.0,1928.0,2618.0
34,1458.0,1930.0,2743.0
35,1668.0,2084.0,2254.0
36,1201.0,2145.0,2244.0
37,1116.0,2260.0,2304.0
38,1950.0,2162.0,2027.0
39,1642.0,2362.0,2258.0
40,1302.0,2419.0,2024.0
41,1138.0,2674.0,1900.0
42,1593.0,2304.0,1807.0
43,1940.0,2281.0,1999.0
44,1236.0,2260.0,2031.0
45,1155.0,2379.0,1968.0
46,1550.0,1934.0,1963.0
47,1319.0,1961.0,1839.0
48,2051.0,1974.0,2284.0
49,1446.0,2003.0,2383.0
50,1572.0,2076.0,2605.0
51,1420.0,2138.0,2015.0
52,1579.0,2467.0,2477.0
53,2261.0,2332.0,2753.0
54,1440.0,2204.0,3070.0
55,1730.0,2314.0,2290.0
56,1802.0,2789.0,2645.0
57,2181.0,2776.0,2903.0
58,2779.0,2574.0,2666.0
59,2488.0,2565.0,3430.0
60,2252.0,3061.0,3037.0
61,2624.0,2647.0,3206.0
62,3645.0,3083.0,2782.0
63,2872.0,2748.0,3590.0
64,2530.0,3103.0,3449.0
65,3061.0,2748.0,2957.0
66,2664.0,3048.0,2851.0
67,3678.0,2888.0,3644.0
68,3495.0,3431.0,3411.0
69,3576.0,3012.0,3460.0
70,2640.0,2829.0,2765.0
71,3097.0,3176.0,3148.0
72,4745.0,3310.0,3025.0
73,3595.0,2828.0,3211.0
74,2889.0,2604.0,2445.0
75,3274.0,2758.0,2816.0
76,4260.0,2958.0,2680.0
77,3763.0,2780.0,2533.0
78,2826.0,2429.0,3056.0
79,2782.0,2623.0,2618.0
80,3309.0,2427.0,2182.0
81,3887.0,2262.0,2108.0
82,2989.0,2656.0,2356.0
83,2546.0,2288.0,2610.0
84,3209.0,2743.0,2012.0
85,2602.0,2440.0,1745.0
86,3829.0,2371.0,2068.0
87,2628.0,2539.0,2138.0
88,2903.0,2706.0,1992.0
89,2638.0,2468.0,1667.0
90,2534.0,2173.0,1710.0
91,4013.0,2479.0,1730.0
92,3023.0,2471.0,1867.0
93,2669.0,2308.0,1783.0
94,2462.0,2077.0,1665.0
95,2942.0,2253.0,1713.0
96,3564.0,2028.0,1867.0
97,2743.0,2300.0,1915.0
98,2329.0,2538.0,1610.0
99,6669.0,6134.0,6093.0
100,3602.0,2040.0,1598.0
101,2538.0,2030.0,1951.0
102,2060.0,1875.0,1710.0
103,2108.0,1852.0,1737.0
104,2074.0,1889.0,1649.0
105,3154.0,2257.0,2043.0
106,2124.0,1905.0,1881.0
107,2137.0,1803.0,1762.0
108,1989.0,2015.0,1639.0
109,2184.0,1961.0,1582.0
110,3240.0,1720.0,1732.0
111,2278.0,1872.0,1872.0
112,2089.0,1904.0,1687.0
113,2125.0,1909.0,1808.0
114,2068.0,1821.0,1781.0
115,2951.0,1794.0,1903.0
116,2236.0,2038.0,1825.0
117,2155.0,1943.0,1800.0
118,1944.0,1754.0,1731.0
119,2395.0,2001.0,1795.0
120,2627.0,1907.0,2088.0
121,2251.0,1950.0,1908.0
122,1977.0,1800.0,1925.0
123,1985.0,1748.0,1923.0
124,2678.0,2097.0,1996.0
125,2079.0,1957.0,1856.0
126,1706.0,1688.0,1994.0
127,1889.0,1766.0,1696.0
128,1784.0,1789.0,1671.0
129,2437.0,1669.0,1851.0
130,1703.0,1899.0,1735.0
131,1670.0,1652.0,1689.0
132,1509.0,1752.0,1590.0
133,1460.0,1626.0,1571.0
134,2098.0,1648.0,1475.0
135,1679.0,1460.0,1478.0
136,1428.0,1501.0,1520.0
137,1415.0,1492.0,1307.0
138,1854.0,1505.0,1298.0
139,1582.0,1414.0,1306.0
140,1538.0,1398.0,1449.0
141,1349.0,1337.0,1438.0
142,1327.0,1200.0,1370.0
143,1869.0,1366.0,1407.0
144,1476.0,1227.0,1362.0
145,1428.0,1318.0,1278.0
146,1374.0,1317.0,1366.0
147,1436.0,1180.0,1179.0
148,1893.0,1176.0,1178.0
149,1290.0,1299.0,1153.0
150,1307.0,1354.0,1227.0
151,1357.0,1219.0,1194.0
152,1218.0,1422.0,1014.0
153,1820.0,1304.0,1118.0
154,1193.0,1293.0,1063.0
155,1303.0,1136.0,1007.0
156,1197.0,1190.0,846.0
157,1209.0,1187.0,826.0
158,1738.0,1188.0,818.0
159,1212.0,1134.0,873.0
160,1186.0,1062.0,803.0
161,1167.0,1071.0,690.0
162,1356.0,990.0,617.0
163,1257.0,1059.0,634.0
164,1037.0,1108.0,582.0
165,970.0,1013.0,543.0
166,986.0,1093.0,538.0
167,1310.0,956.0,454.0
168,881.0,1021.0,507.0
169,843.0,1014.0,462.0
170,779.0,957.0,382.0
171,707.0,834.0,368.0
172,956.0,837.0,326.0
173,631.0,827.0,373.0
174,670.0,832.0,287.0
175,517.0,676.0,294.0
176,597.0,754.0,282.0
177,561.0,663.0,267.0
178,494.0,638.0,246.0
179,483.0,570.0,240.0
180,422.0,496.0,212.0
181,604.0,535.0,191.0
182,430.0,466.0,260.0
183,353.0,386.0,191.0
184,293.0,391.0,226.0
185,350.0,355.0,256.0
186,382.0,370.0,272.0
187,211.0,348.0,233.0
188,165.0,377.0,246.0
189,152.0,390.0,231.0
190,121.0,306.0,235.0
191,131.0,364.0,322.0
192,84.0,362.0,250.0
193,93.0,354.0,218.0
194,76.0,374.0,207.0
195,66.0,258.0,263.0
196,56.0,293.0,179.0
197,46.0,288.0,213.0
198,53.0,208.0,156.0
199,45.0,197.0,143.0
200,39.0,183.0,169.0
201,43.0,190.0,122.0
202,40.0,137.0,105.0
203,35.0,112.0,110.0
204,40.0,88.0,86.0
205,35.0,74.0,65.0
206,29.0,60.0,61.0
207,31.0,48.0,48.0
208,36.0,34.0,35.0
209,34.0,25.0,24.0
210,24.0,24.0,17.0
211,27.0,27.0,10.0
212,24.0,23.0,21.0
213,26.0,19.0,5.0
214,35.0,23.0,9.0
215,30.0,19.0,6.0
216,25.0,14.0,5.0
217,30.0,19.0,10.0
218,28.0,17.0,9.0
219,30.0,17.0,3.0
220,15.0,12.0,11.0
221,19.0,17.0,8.0
222,25.0,15.0,3.0
223,28.0,16.0,5.0
224,29.0,13.0,4.0
225,23.0,10.0,5.0
226,20.0,14.0,2.0
227,27.0,14.0,3.0
228,12.0,11.0,4.0
229,18.0,8.0,4.0
230,17.0,11.0,3.0
231,19.0,10.0,2.0
232,17.0,12.0,2.0
233,30.0,11.0,6.0
234,15.0,15.0,1.0
235,17.0,6.0,1.0
236,18.0,11.0,1.0
237,25.0,12.0,1.0
238,15.0,9.0,1.0
239,9.0,9.0,4.0
240,12.0,11.0,2.0
241,21.0,13.0,0.0
242,15.0,8.0,2.0
243,14.0,11.0,1.0
244,12.0,9.0,0.0
245,14.0,9.0,0.0
246,24.0,11.0,3.0
247,11.0,5.0,2.0
248,14.0,7.0,2.0
249,6.0,11.0,0.0
250,10.0,8.0,1.0
251,20.0,7.0,5.0
252,18.0,10.0,1.0
253,20.0,4.0,4.0
254,14.0,8.0,0.0
255,890.0,391.0,17.0
