,Red_his,Green_his,Blue_his
0,768.0,768.0,781.0
1,0.0,0.0,8.0
2,0.0,0.0,11.0
3,0.0,0.0,8.0
4,0.0,0.0,6.0
5,0.0,0.0,5.0
6,0.0,0.0,18.0
7,0.0,0.0,13.0
8,0.0,1.0,21.0
9,0.0,0.0,8.0
10,0.0,1.0,24.0
11,0.0,0.0,23.0
12,0.0,0.0,25.0
13,0.0,0.0,22.0
14,0.0,0.0,16.0
15,0.0,2.0,24.0
16,0.0,1.0,35.0
17,0.0,2.0,38.0
18,0.0,4.0,46.0
19,1.0,1.0,41.0
20,0.0,5.0,67.0
21,1.0,3.0,75.0
22,0.0,5.0,159.0
23,0.0,7.0,137.0
24,1.0,11.0,228.0
25,0.0,10.0,389.0
26,1.0,17.0,320.0
27,0.0,17.0,664.0
28,0.0,13.0,494.0
29,1.0,27.0,475.0
30,1.0,35.0,444.0
31,6.0,39.0,689.0
32,10.0,43.0,691.0
33,8.0,51.0,835.0
34,6.0,74.0,676.0
35,10.0,125.0,897.0
36,21.0,227.0,811.0
37,20.0,384.0,1089.0
38,24.0,610.0,1027.0
39,19.0,491.0,1116.0
40,24.0,440.0,1089.0
41,16.0,375.0,1363.0
42,20.0,334.0,1239.0
43,57.0,301.0,1580.0
44,35.0,312.0,1544.0
45,51.0,321.0,1833.0
46,54.0,323.0,1490.0
47,82.0,322.0,1829.0
48,145.0,418.0,1541.0
49,183.0,419.0,1792.0
50,170.0,439.0,1534.0
51,259.0,579.0,1814.0
52,279.0,676.0,1614.0
53,372.0,714.0,1652.0
54,318.0,718.0,1755.0
55,417.0,787.0,1775.0
56,424.0,816.0,1561.0
57,717.0,963.0,1267.0
58,617.0,999.0,1388.0
59,619.0,1029.0,1263.0
60,518.0,1012.0,969.0
61,791.0,1212.0,962.0
62,1086.0,1194.0,925.0
63,764.0,1461.0,725.0
64,688.0,1351.0,776.0
65,1061.0,1465.0,674.0
66,890.0,1551.0,663.0
67,1398.0,1666.0,501.0
68,820.0,1493.0,551.0
69,1224.0,1569.0,496.0
70,1038.0,1497.0,476.0
71,991.0,1667.0,451.0
72,1433.0,1654.0,407.0
73,1315.0,1391.0,387.0
74,934.0,1442.0,354.0
75,979.0,1401.0,331.0
76,1472.0,1373.0,362.0
77,1102.0,1382.0,373.0
78,822.0,1321.0,303.0
79,954.0,1424.0,336.0
80,866.0,1348.0,266.0
81,946.0,1089.0,313.0
82,636.0,1170.0,276.0
83,631.0,1035.0,465.0
84,494.0,928.0,321.0
85,550.0,772.0,446.0
86,719.0,754.0,241.0
87,595.0,766.0,379.0
88,511.0,745.0,263.0
89,517.0,684.0,301.0
90,518.0,990.0,311.0
91,697.0,762.0,322.0
92,781.0,635.0,296.0
93,1214.0,1257.0,809.0
94,483.0,586.0,438.0
95,844.0,760.0,483.0
96,616.0,456.0,694.0
97,1118.0,364.0,261.0
98,405.0,292.0,247.0
99,3879.0,3650.0,3544.0
100,908.0,653.0,425.0
101,434.0,503.0,441.0
102,837.0,261.0,404.0
103,703.0,229.0,266.0
104,653.0,220.0,343.0
105,585.0,231.0,369.0
106,862.0,220.0,409.0
107,921.0,196.0,487.0
108,670.0,173.0,610.0
109,739.0,144.0,516.0
110,781.0,206.0,467.0
111,732.0,164.0,534.0
112,792.0,192.0,641.0
113,575.0,190.0,743.0
114,745.0,203.0,768.0
115,671.0,250.0,664.0
116,939.0,279.0,792.0
117,777.0,240.0,975.0
118,834.0,228.0,1024.0
119,734.0,319.0,1129.0
120,829.0,208.0,1630.0
121,864.0,275.0,2188.0
122,787.0,211.0,2557.0
123,856.0,205.0,3166.0
124,798.0,202.0,4049.0
125,824.0,198.0,3587.0
126,813.0,208.0,5184.0
127,827.0,244.0,6688.0
128,1071.0,258.0,5537.0
129,928.0,241.0,6241.0
130,1049.0,247.0,7488.0
131,874.0,268.0,8982.0
132,1074.0,263.0,6492.0
133,1224.0,314.0,9155.0
134,985.0,330.0,8422.0
135,1068.0,275.0,7452.0
136,1054.0,327.0,9881.0
137,949.0,326.0,10271.0
138,1399.0,362.0,7773.0
139,1184.0,335.0,9473.0
140,1188.0,342.0,8902.0
141,1184.0,415.0,10162.0
142,1550.0,365.0,6010.0
143,1630.0,458.0,7127.0
144,1580.0,501.0,5490.0
145,1641.0,433.0,3962.0
146,1640.0,594.0,4945.0
147,2165.0,702.0,3120.0
148,2676.0,770.0,3137.0
149,2595.0,864.0,2578.0
150,2337.0,963.0,3029.0
151,3150.0,1246.0,2522.0
152,3605.0,1584.0,2394.0
153,4358.0,1542.0,2197.0
154,3585.0,1974.0,2390.0
155,4191.0,2416.0,2609.0
156,4068.0,2574.0,2542.0
157,5008.0,2825.0,2090.0
158,5885.0,3352.0,2598.0
159,4194.0,4333.0,2599.0
160,4466.0,4105.0,2752.0
161,5511.0,4813.0,2092.0
162,5015.0,6513.0,2473.0
163,7196.0,6092.0,2376.0
164,6290.0,5965.0,2500.0
165,6522.0,7423.0,2973.0
166,6759.0,8084.0,2504.0
167,7986.0,6676.0,2554.0
168,10173.0,8088.0,2517.0
169,8250.0,9404.0,2710.0
170,6875.0,8472.0,2332.0
171,7827.0,7603.0,2196.0
172,8770.0,7589.0,1870.0
173,8670.0,7846.0,2422.0
174,6154.0,6335.0,2260.0
175,6402.0,7149.0,2023.0
176,8079.0,7555.0,1670.0
177,10351.0,7072.0,1790.0
178,6247.0,6619.0,1616.0
179,7092.0,6821.0,1476.0
180,8350.0,6200.0,1485.0
181,6289.0,6196.0,1201.0
182,7943.0,5723.0,1177.0
183,4656.0,5842.0,1221.0
184,4154.0,4669.0,1080.0
185,3019.0,4088.0,915.0
186,3690.0,3463.0,881.0
187,2793.0,2705.0,882.0
188,2467.0,2393.0,1002.0
189,2434.0,2674.0,931.0
190,2477.0,2236.0,1121.0
191,3343.0,1881.0,1150.0
192,2330.0,2078.0,1381.0
193,2424.0,1847.0,1443.0
194,2452.0,1652.0,1616.0
195,2547.0,1823.0,1751.0
196,3054.0,1958.0,2067.0
197,2143.0,1601.0,2322.0
198,1949.0,1784.0,2239.0
199,1845.0,1874.0,2086.0
200,2050.0,2211.0,1957.0
201,2133.0,1972.0,1819.0
202,1513.0,2404.0,1533.0
203,1470.0,2534.0,1306.0
204,1359.0,2219.0,1300.0
205,1533.0,2413.0,1218.0
206,1316.0,2461.0,1142.0
207,1104.0,2418.0,1105.0
208,1002.0,2510.0,1149.0
209,1112.0,2469.0,991.0
210,1360.0,2581.0,984.0
211,992.0,2879.0,1047.0
212,885.0,2422.0,1011.0
213,885.0,2290.0,1020.0
214,951.0,2356.0,1005.0
215,849.0,2498.0,1015.0
216,562.0,2227.0,833.0
217,518.0,1784.0,921.0
218,543.0,2024.0,908.0
219,625.0,1528.0,902.0
220,447.0,1542.0,846.0
221,466.0,1543.0,897.0
222,454.0,1318.0,953.0
223,378.0,1316.0,1005.0
224,586.0,1224.0,851.0
225,440.0,1361.0,828.0
226,373.0,1196.0,805.0
227,287.0,1129.0,796.0
228,367.0,1141.0,892.0
229,506.0,1039.0,936.0
230,323.0,1019.0,780.0
231,268.0,921.0,678.0
232,393.0,703.0,565.0
233,370.0,909.0,518.0
234,507.0,814.0,424.0
235,311.0,775.0,334.0
236,436.0,671.0,233.0
237,405.0,629.0,176.0
238,561.0,579.0,169.0
239,428.0,590.0,136.0
240,529.0,545.0,127.0
241,319.0,486.0,91.0
242,483.0,500.0,36.0
243,642.0,515.0,38.0
244,485.0,470.0,25.0
245,333.0,464.0,28.0
246,469.0,421.0,20.0
247,400.0,394.0,9.0
248,638.0,345.0,10.0
249,352.0,438.0,11.0
250,502.0,408.0,8.0
251,369.0,364.0,5.0
252,348.0,388.0,9.0
253,594.0,319.0,7.0
254,472.0,340.0,6.0
255,4583.0,16810.0,38.0
