,Red_his,Green_his,Blue_his
0,768.0,768.0,965.0
1,0.0,0.0,23.0
2,0.0,0.0,20.0
3,0.0,0.0,17.0
4,0.0,0.0,24.0
5,0.0,3.0,19.0
6,0.0,3.0,21.0
7,0.0,5.0,19.0
8,0.0,2.0,18.0
9,1.0,13.0,21.0
10,0.0,11.0,24.0
11,0.0,33.0,20.0
12,1.0,51.0,38.0
13,1.0,80.0,52.0
14,6.0,83.0,63.0
15,8.0,103.0,54.0
16,15.0,86.0,65.0
17,10.0,119.0,96.0
18,40.0,132.0,85.0
19,49.0,128.0,100.0
20,46.0,148.0,116.0
21,78.0,122.0,102.0
22,60.0,119.0,127.0
23,132.0,113.0,144.0
24,284.0,125.0,151.0
25,339.0,134.0,136.0
26,797.0,142.0,140.0
27,1491.0,166.0,162.0
28,1975.0,149.0,173.0
29,1162.0,231.0,173.0
30,1741.0,190.0,149.0
31,1543.0,149.0,150.0
32,1332.0,162.0,174.0
33,776.0,180.0,147.0
34,689.0,179.0,141.0
35,362.0,191.0,152.0
36,331.0,146.0,140.0
37,432.0,230.0,225.0
38,332.0,257.0,184.0
39,297.0,535.0,164.0
40,294.0,597.0,195.0
41,325.0,1079.0,167.0
42,372.0,1200.0,170.0
43,295.0,635.0,178.0
44,400.0,906.0,210.0
45,404.0,924.0,181.0
46,320.0,653.0,262.0
47,562.0,585.0,286.0
48,411.0,703.0,424.0
49,301.0,692.0,561.0
50,377.0,563.0,665.0
51,365.0,876.0,672.0
52,720.0,1124.0,681.0
53,759.0,1047.0,690.0
54,968.0,1154.0,666.0
55,721.0,1064.0,607.0
56,1262.0,1162.0,874.0
57,1182.0,873.0,1057.0
58,1110.0,759.0,1297.0
59,881.0,794.0,1405.0
60,891.0,713.0,1739.0
61,1443.0,692.0,1752.0
62,1384.0,734.0,1617.0
63,864.0,829.0,1342.0
64,780.0,899.0,1065.0
65,1051.0,985.0,885.0
66,1200.0,1291.0,788.0
67,909.0,1233.0,679.0
68,694.0,1031.0,633.0
69,960.0,1104.0,606.0
70,860.0,1301.0,716.0
71,1111.0,1194.0,697.0
72,618.0,1005.0,670.0
73,766.0,1334.0,776.0
74,826.0,1128.0,1200.0
75,708.0,1120.0,1281.0
76,1086.0,1303.0,1744.0
77,823.0,1037.0,2067.0
78,937.0,936.0,2393.0
79,693.0,928.0,1884.0
